"type_study";"document_title";"author_keywords";"index_keywords";"abstract";"pdf_link";"base";"authors";"publication_title";"endereco";"status1-selecao";"status2-duplicated";"status3-title-abst_keys";"status4-read";"rq1";"rq2";"rq2.1_fase_citada";"rq3";"all_tags";"conotação";"tipo_porte";"setor";"observação";"publication_year";"document_identifier";"online_date"
"white";"Contribution of Trust Factor Towards IOT Diffusion – An Empirical Study Using Acceptance Model";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64849-7_61";"springer";"Reuban Gnana AsirHansa Lysander Manohar";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Enabling Next-Generation Cyber Ranges with Mobile Security Components";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64881-7_10";"springer";"Enrico RussoLuca VerderameAlessio Merlo";"Testing Software and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Saber on ESP32";;;;"http://link.springer.com/chapter/10.1007/978-3-030-57808-4_21";"springer";"Bin WangXiaozhuo GuYingshan Yang";"Applied Cryptography and Network Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Multi-sensual Augmented Reality in Interactive Accessible Math Tutoring System for Flipped Classroom";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49663-0_1";"springer";"Dariusz MikułowskiJolanta Brzostek-Pawłowska";"Intelligent Tutoring Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Adaptive Predictive Energy Management Strategy Example for Electric Vehicle Long Distance Trip";;;;"http://link.springer.com/chapter/10.1007/978-3-030-56441-4_6";"springer";"Nikolay PavlovBoyko GigovMaria Stefanova-PavlovaZlatina Dimitrova";"Systems, Software and Services Process Improvement";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Computational Prototype for Electromagnetic Field Pollution Maps in Colombia";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61834-6_36";"springer";"Osberth De CastroAngela BecerraMauricio A. PolochèYamil Buenaño";"Applied Computer Sciences in Engineering";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Using Physical Factory Simulation Models for Business Process Management Research";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66498-5_8";"springer";"Lukas MalburgRonny SeigerRalph BergmannBarbara Weber";"Business Process Management Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Virtual Reality Simulator to Assist in Memory Management Lectures";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58820-5_58";"springer";"Luiz Felipe Santos FreitasAlex Sandro Rodrigues AnciotoRita de Fátima Rodrigues GuimarãesValéria Farinazzo MartinsDiego Roberto Colombo DiasMarcelo de Paiva Guimarães";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Malware Analysis Method Based Random Access Memory in Android";;;;"http://link.springer.com/chapter/10.1007/978-981-33-4706-9_6";"springer";"Wenping JiJian WangXudong HeJiqiang Liu";"Applications and Techniques in Information Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Integrity Checking of Railway Interlocking Firmware";;;;"http://link.springer.com/chapter/10.1007/978-3-030-55583-2_12";"springer";"Ronny BäckmanIan OliverGabriela Limonta";"Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Development of Trust Infrastructures for Virtual Asset Service Providers";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66504-3_5";"springer";"Thomas Hardjono";"Computer Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Enabling Hardware Affinity in JVM-Based Applications: A Case Study for Big Data";;;;"http://link.springer.com/chapter/10.1007/978-3-030-50371-0_3";"springer";"Roberto R. ExpósitoJorge VeigaJuan Touriño";"Computational Science – ICCS 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Exploring the TTMS’s Impact to the Accessibility of a Long Distance Stretch Using Micro-simulation Approach";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58802-1_55";"springer";"Tiziana CampisiGiovanni TesoriereLuigi SanfilippoAlberto BrignoneAntonino Canale";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Smart Solutions for Implementation of Sustainable Development Goals (SDGs) in Arctic Cities";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65218-0_23";"springer";"Anastasiia AntoshkinaIrina A. Shmeleva";"Digital Transformation and Global Society";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"SDABS: A Secure Cloud Data Auditing Scheme Based on Blockchain and SGX";;;;"http://link.springer.com/chapter/10.1007/978-981-15-9213-3_21";"springer";"Hong LeiZijian BaoQinghao WangYongxin ZhangWenbo Shi";"Blockchain and Trustworthy Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Education for the Multifaith Community of Cybersecurity";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59291-2_3";"springer";"Steven FurnellMatt Bishop";"Information Security Education. Information Security in Action";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Dissecting the Phytium 2000+ Memory Hierarchy via Microbenchmarking";;;;"http://link.springer.com/chapter/10.1007/978-981-15-8135-9_11";"springer";"Wanrong GaoJianbin FangChuanfu XuChun Huang";"Advanced Computer Architecture";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Machine Learning for the Complex, Multi-scale Datasets in Fusion Energy";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63393-6_18";"springer";"R. Michael ChurchillJong ChoiRalph KubeC. S. ChangScott Klasky";"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Augmented Reality Application in Manufacturing Industry: Maintenance and Non-destructive Testing (NDT) Use Cases";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58468-9_24";"springer";"Fakhreddine Ababsa";"Augmented Reality, Virtual Reality, and Computer Graphics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"The Challenge of Onboard SAR Processing: A GPU Opportunity";;;;"http://link.springer.com/chapter/10.1007/978-3-030-50420-5_4";"springer";"Diego RomanoValeria MeleMarco Lapegna";"Computational Science – ICCS 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"In Technology We Trust? Human Skills & Intermediaries in Digital Retail Banking";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64697-4_21";"springer";"Soumyo DasBidisha Chaudhuri";"The Future of Digital Work: The Challenge of Inequality";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Factors Driving the Adoption of Mobile Banking App: An Empirical Assessment in the Less Digitalized Economy";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64861-9_11";"springer";"Alex NtsifulMichael Adu KwartengAbdul Bashiru JibrilBoris PopeskoMichal Pilik";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Protocol Deployment for Employing Honeypot-as-a-Service";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49190-1_10";"springer";"Alexandros KostopoulosIoannis P. ChochliourosConstantinos PatsakisMiltos AnastasiadisAlessandro Guarino";"Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Digital Museum Transformation: From a Collection of Exhibits to a Gamut of Emotions";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65218-0_31";"springer";"Ulyana V. AristovaAlexey Y. RolichAlexandra D. Staruseva-PersheevaAnastasia O. Rolich";"Digital Transformation and Global Society";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Forest Cover Type Classification Based on Environment Characteristics and Machine Learning Technology";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61656-4_34";"springer";"Vasyl KiykoVasyl LytvynLubomyr ChyrunSvitlana VyshemyrskaIryna LurieMykhailo Hrubel";"Data Stream Mining & Processing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Technology-, Human-, and Data-Driven Developments in Business Process Management: A Literature Analysis";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64351-5_15";"springer";"Matthias LedererMatthes ElstermannStefanie BetzWerner Schmidt";"Subject-Oriented Business Process Management. The Digital Workplace – Nucleus of Transformation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Technical Debt Management and Energy Consumption Evaluation in Implantable Medical Devices: The SDK4ED Approach";;;;"http://link.springer.com/chapter/10.1007/978-3-030-60939-9_25";"springer";"Charalampos MarantosAngeliki-Agathi TsintziraLazaros PapadopoulosApostolos AmpatzoglouAlexander ChatzigeorgiouDimitrios Soudris";"Embedded Computer Systems: Architectures, Modeling, and Simulation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"ByPass: Reconsidering the Usability of Password Managers";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63086-7_24";"springer";"Elizabeth StobertTina SafaieHeather MolyneauxMohammad MannanAmr Youssef";"Security and Privacy in Communication Networks";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Daily Spatial Footprint of Warsaw Metropolitan Area (Poland) Commuters in Light of Volunteered Geographic Information and Common Factors of Urban Sprawl. A Pilot Study";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58811-3_26";"springer";"Veranika KaleyevaPiotr A. Werner";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Approach and a Prototype Tool for Generating Executable IoT System Test Cases";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58793-2_31";"springer";"Dario OlianasMaurizio LeottaFilippo Ricca";"Quality of Information and Communications Technology";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Design of APP Learning Platform for Oil Storage Tank Mechanical Cleaning Technology Course Based on Mobile Terminal";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63952-5_17";"springer";"Jun-ru Wang";"e-Learning, e-Education, and Online Training";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Inspecting Code Churns to Prioritize Test Cases";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64881-7_17";"springer";"Francesco AltieroAnna CorazzaSergio Di MartinoAdriano PeronLuigi Libero Lucio Starace";"Testing Software and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Exploring Usability and Acceptance Factors of m-Government Systems for Elderly";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58957-8_9";"springer";"Tamás MolnárAndrea Kő";"Electronic Government and the Information Systems Perspective";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"CANSentry: Securing CAN-Based Cyber-Physical Systems against Denial and Spoofing Attacks";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58951-6_8";"springer";"Abdulmalik HumayedFengjun LiJingqiang LinBo Luo";"Computer Security – ESORICS 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Perceptions of Rwanda’s Research Environment in the Context of Digitalization: Reflections on Deficit Discourses";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64697-4_6";"springer";"Pamela AbbottAndrew Cox";"The Future of Digital Work: The Challenge of Inequality";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Dynamic Network Slicing: Challenges and Opportunities";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49190-1_5";"springer";"Ioannis P. ChochliourosAnastasia S. SpiliopoulouPavlos LazaridisAthanassios DardamanisZaharias ZaharisAlexandros Kostopoulos";"Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Designing a Patient-Centric System for Secure Exchanges of Medical Data";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58817-5_44";"springer";"Thais WebberJuan Mendoza SantanaAndreas Francois VermeulenJuliana K. F. Bowles";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Blockchain Federation Enabled Trustable Internet of Things";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59595-1_5";"springer";"Zhitao WanMinqiang CaiXiuping HuaJinqing YangXianghua Lin";"Services – SERVICES 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Combined Machine Learning and Semantic Modelling for Situation Awareness and Healthcare Decision Support";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51517-1_16";"springer";"Amira HenaienHadda Ben ElhadjLamia Chaari Fourati";"The Impact of Digital Technologies on Public Health in Developed and Developing Countries";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Studying the Spatial Distribution of Volunteered Geographic Data Through a Non-parametric Approach";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58811-3_36";"springer";"Giorgia BressanGian Pietro ZaccomerLuca Grassetti";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Context-Aware Healthcare Adaptation Model for COPD Diseases";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51517-1_27";"springer";"Hamid McheickJohn SayeghHicham Ajami";"The Impact of Digital Technologies on Public Health in Developed and Developing Countries";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Trust Is in the Air: A New Adaptive Method to Evaluate Mobile Wireless Networks";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64881-7_9";"springer";"Alexandra-Elena Mocanu (Mihaita)Bogdan-Costel MocanuChristian EspositoFlorin Pop";"Testing Software and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Towards a Process Based Approach to Address Investment Inefficiencies in Digitalization";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58957-8_5";"springer";"Domonkos GasparKatalin Ternai";"Electronic Government and the Information Systems Perspective";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Educational Application of Big Data Research: A Comparison of China and US";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59595-1_3";"springer";"Ting ZhangClara ElizabethRenzhi Cao";"Services – SERVICES 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Evolving Principles of Big Data Virtualization";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58817-5_6";"springer";"Alexander BogdanovAlexander DegtyarevNadezhda ShchegolevaValery KhvatovVladimir Korkhov";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Optimizing Biomedical Ultrasound Workflow Scheduling Using Cluster Simulations";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63171-0_4";"springer";"Marta JarosDalibor KlusáčekJiri Jaros";"Job Scheduling Strategies for Parallel Processing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Adaptive Virtual Reality Exergame for Individualized Rehabilitation for Persons with Spinal Cord Injury";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66823-5_31";"springer";"Shanmugam Muruga PalaniappanShruthi SureshJeffrey M. HaddadBradley S. Duerstock";"Computer Vision – ECCV 2020 Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Limiting Off-Task Behavior on Laptops in Classrooms Increases Student Engagement: Use It, or They Will Abuse It";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65218-0_33";"springer";"Martin J. Butler";"Digital Transformation and Global Society";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"The Influence of Culture on Women’s IT Career Choices";;;;"http://link.springer.com/chapter/10.1007/978-3-030-45002-1_30";"springer";"Andre P. CalitzMargaret CullenDudu Fani";"Responsible Design, Implementation and Use of Information and Communication Technology";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Distributed Transaction and Self-healing System of DAOS";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63393-6_22";"springer";"Zhen LiangYong FanDi WangJohann Lombardi";"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"The State Identification of Industry 4.0 Mechatronic Elements Based on Behavioral Patterns";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65726-0_12";"springer";"Mikhail E. SukhoparovViktor V. SemenovKseniya I. SalakhutdinovaEvelina P. BoitsovaIlya S. Lebedev";"Internet of Things, Smart Spaces, and Next Generation Networks and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Blockchain for Internet of Medical Things: A Technical Review";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51517-1_22";"springer";"Fatma EllouzeGhofrane FersiMohamed Jmaiel";"The Impact of Digital Technologies on Public Health in Developed and Developing Countries";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Simplifying Communication Overlap in OpenSHMEM Through Integrated User-Level Thread Scheduling";;;;"http://link.springer.com/chapter/10.1007/978-3-030-50743-5_25";"springer";"Md. Wasi-ur- RahmanDavid OzogJames Dinan";"High Performance Computing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Approach to Classify Burned Areas Using Few Previously Validated Samples";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_17";"springer";"Olga O. BittencourtFabiano MorelliCícero A. S. JúniorRafael Santos";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Accelerometer-Based Machine Learning Categorization of Body Position in Adult Populations";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58805-2_29";"springer";"Leighanne JarvisSarah MoningerChandra ThrockmortonJuliessa PavonKevin Caves";"Computers Helping People with Special Needs";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Banyan: Coordination-Free Distributed Transactions over Mergeable Types";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64437-6_12";"springer";"Shashank Shekhar DubeyK. C. SivaramakrishnanThomas GazagnaireAnil Madhavapeddy";"Programming Languages and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"MisMesh: Security Issues and Challenges in Service Meshes";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63086-7_9";"springer";"Dalton A. HahnDrew DavidsonAlexandru G. Bardas";"Security and Privacy in Communication Networks";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Using Sentinel 2 Data to Guide Nitrogen Fertilization in Central Italy: Comparison Between Flat, Low VRT and High VRT Rates Application in Wheat";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_6";"springer";"Francesco SantagaPaolo BenincasaMarco Vizzari";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Using Model Learning for the Generation of Mock Components";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64881-7_1";"springer";"Sébastien SalvaElliott Blot";"Testing Software and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Emotional Agents Make a (Bank) Run";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66412-1_12";"springer";"Konstantinos GrevenitisIlias SakellariouPetros Kefalas";"Multi-Agent Systems and Agreement Technologies";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Methods for Live Testing of Cloud Services";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64881-7_13";"springer";"Oussama JebbarFerhat KhendekMaria Toeroe";"Testing Software and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Providing Connectivity to Implanted Electronics Devices: Experimental Results on Optical Communications Over Biological Tissues with Comparisons Against UWB";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64991-3_1";"springer";"Senjuti HalderMariella SärestöniemiIqrar AhmedMarcos Katz";"Body Area Networks. Smart IoT and Big Data for Intelligent Health";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Self-adaptative Early Warning Scoring System for Smart Hospital";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51517-1_2";"springer";"Imen Ben IdaMoez BaltiSondès ChabaaneAbderrazak Jemai";"The Impact of Digital Technologies on Public Health in Developed and Developing Countries";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Breaking the Cyber Kill Chain by Modelling Resource Costs";;;;"http://link.springer.com/chapter/10.1007/978-3-030-62230-5_6";"springer";"Kristian HagaPer Håkon MelandGuttorm Sindre";"Graphical Models for Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Automatically Generating Descriptive Texts in Logging Statements: How Far Are We?";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64437-6_13";"springer";"Xiaotong LiuTong JiaYing LiHao YuYang YueChuanjia Hou";"Programming Languages and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Data Driven Approach for Customer Relationship Management for Airlines with Internet of Things & Artificial Intelligence";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64849-7_58";"springer";"Rajesh G. PillaiPoonam Devrakhyani";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Creation of an Intelligent System to Support the Therapy Process in Children with ADHD";;;;"http://link.springer.com/chapter/10.1007/978-3-030-62833-8_4";"springer";"María Dolón-PozaJonnathan Berrezueta-GuzmanMaría-Luisa Martín-Ruiz";"Information and Communication Technologies";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Evaluating the Urban Quality Through a Hybrid Approach: Application in the Milan (Italy) City Area";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_21";"springer";"Alessandra OppioMarta BotteroFederico Dell’AnnaMarta Dell’OvoLaura Gabrielli";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Accelerating Forward and Backward Private Searchable Encryption Using Trusted Execution";;;;"http://link.springer.com/chapter/10.1007/978-3-030-57878-7_5";"springer";"Viet VoShangqi LaiXingliang YuanShi-Feng SunSurya NepalJoseph K. Liu";"Applied Cryptography and Network Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"i-CHANGE: A Platform for Managing Dockless Bike Sharing Systems";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58802-1_61";"springer";"Lazaros ApostolidisSymeon PapadopoulosMaria LiatsikouIoannis FyrogenisEfthymis PapadopoulosGeorge KeikoglouKonstantinos AlexiouNasos ChondrosIoannis KompatsiarisIoannis Politis";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Proposal for Semantic Integration of Crime Data in Mexico City";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59872-3_3";"springer";"Francisco Carrillo-BrenesLuis M. Vilches-BlázquezFélix Mata";"GIS LATAM";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Cyber Taxi: A Taxonomy of Interactive Cyber Training and Education Systems";;;;"http://link.springer.com/chapter/10.1007/978-3-030-62433-0_1";"springer";"Marcus KnüpferTore BierwirthLars StiemertMatthias SchoppSebastian SeeberDaniela PöhnPeter Hillmann";"Model-driven Simulation and Training Environments for Cybersecurity";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Anatomically-Informed 3D CNN for Brain Aneurysm Classification with Weak Labels";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66843-3_6";"springer";"Tommaso Di NotoGuillaume MarieSébastien TourbierYasser Alemán-GómezGuillaume SaliouMeritxell Bach CuadraPatric HagmannJonas Richiardi";"Machine Learning in Clinical Neuroimaging and Radiogenomics in Neuro-oncology";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Ambient Intelligence Systems for the Elderly: A Privacy Perspective";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58799-4_63";"springer";"Tendani Mawela";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Design Decisions and Their Implications: An Ontology Quality Perspective";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61140-8_8";"springer";"Achim ReizKurt Sandkuhl";"Perspectives in Business Informatics Research";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Is Team Always Right: Producing Risk Aware Effort Estimates in Agile Development";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61140-8_7";"springer";"Jānis GrabisVineta MinkēvičaBohdan HaidabrusRolands Popovs";"Perspectives in Business Informatics Research";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Turning Transport Data to Comply with EU Standards While Enabling a Multimodal Transport Knowledge Graph";;;;"http://link.springer.com/chapter/10.1007/978-3-030-62466-8_26";"springer";"Mario ScroccaMarco ComerioAlessio CareniniIrene Celino";"The Semantic Web – ISWC 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Radiogenomics of Glioblastoma: Identification of Radiomics Associated with Molecular Subtypes";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66843-3_22";"springer";"Navodini WijethilakeMobarakol IslamDulani MeedeniyaCharith ChitraranjanIndika PereraHongliang Ren";"Machine Learning in Clinical Neuroimaging and Radiogenomics in Neuro-oncology";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Alzheimer’s Disease Early Detection Using a Low Cost Three-Dimensional Densenet-121 Architecture";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51517-1_1";"springer";"Braulio Solano-RojasRicardo Villalón-FonsecaGabriela Marín-Raventós";"The Impact of Digital Technologies on Public Health in Developed and Developing Countries";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Does Enterprise Architecture Support Customer Experience Improvement? Towards a Conceptualization in Digital Transformation Context";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49418-6_28";"springer";"Mouaad HafsiSaïd Assar";"Enterprise, Business-Process and Information Systems Modeling";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Provably Privacy-Preserving Distributed Data Aggregation in Smart Grids";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49669-2_9";"springer";"Marius StübsTobias MuellerKai BavendiekManuel LoeschSibylle SchuppHannes Federrath";"Data and Applications Security and Privacy XXXIV";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"ProtectDDoS: A Platform for Trustworthy Offering and Recommendation of Protections";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63058-4_3";"springer";"Muriel FrancoErion SulaBruno RodriguesEder ScheidBurkhard Stiller";"Economics of Grids, Clouds, Systems, and Services";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Design of Parametric CAD System for Ceramic Products Based on Virtual Reality Technology";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51100-5_32";"springer";"Jia-bei YeGuo-qiang Cui";"Multimedia Technology and Enhanced Learning";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Conversational Interface for Managing Non-trivial Internet-of-Things Systems";;;;"http://link.springer.com/chapter/10.1007/978-3-030-50426-7_29";"springer";"André Sousa LagoJoão Pedro DiasHugo Sereno Ferreira";"Computational Science – ICCS 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Attitudes Toward and Experiences of Digital Labour in South Africa";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64697-4_9";"springer";"Cuthbert ChidooriJean-Paul Van Belle";"The Future of Digital Work: The Challenge of Inequality";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Intelligent Marketspace Mobile Application for Marketing Organic Products";;;;"http://link.springer.com/chapter/10.1007/978-3-030-44999-5_23";"springer";"Oluwasefunmi ‘Tale ArogundadeAdebayo Abayomi-AlliKayode AdesemowoTaiwo BamigbadeModupe OdusamiVictor Olowe";"Responsible Design, Implementation and Use of Information and Communication Technology";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Partial Migration for Re-architecting a Cloud Native Monolithic Application into Microservices and FaaS";;;;"http://link.springer.com/chapter/10.1007/978-981-15-9671-1_9";"springer";"Deepali BajajUrmil BhartiAnita GoelS. C. Gupta";"Information, Communication and Computing Technology";;0;0;;;;;;;;;;;;2020;"Chapter";
